% Model:              20150819_beam.mph
% Version:            COMSOL 5.0.0.243
% Date:               Aug 26 2015, 11:20
% Dimension:          1
% Nodes:              1001
% Expressions:        1
% Description:        Point graph
% x                       Height
1591566.2                 9.861906232484424E-9
1591566.4                 9.88340989775527E-9
1591566.6                 9.905007541668634E-9
1591566.8                 9.926699781550294E-9
1591567                   9.948487240220478E-9
1591567.2                 9.97037054595295E-9
1591567.4                 9.992350332560517E-9
1591567.6                 1.0014427239481908E-8
1591567.8                 1.0036601911740854E-8
1591568                   1.0058875000163137E-8
1591568.2                 1.0081247161337501E-8
1591568.4                 1.0103719057705826E-8
1591568.6                 1.01262913576548E-8
1591568.8                 1.0148964735476937E-8
1591569                   1.01717398715954E-8
1591569.2                 1.0194617452527011E-8
1591569.4                 1.0217598170977422E-8
1591569.6                 1.0240682725938002E-8
1591569.8                 1.0263871822648955E-8
1591570                   1.0287166172832467E-8
1591570.2                 1.0310566494658074E-8
1591570.4                 1.0334073512843233E-8
1591570.6                 1.0357687958755698E-8
1591570.8                 1.0381410570379247E-8
1591571                   1.0405242092555463E-8
1591571.2                 1.0429183276951855E-8
1591571.4                 1.0453234882168246E-8
1591571.6                 1.0477397673845073E-8
1591571.8                 1.050167242463199E-8
1591572                   1.0526059914438916E-8
1591572.2                 1.0550560930407184E-8
1591572.4                 1.057517626702224E-8
1591572.6                 1.0599906726228346E-8
1591572.8                 1.0624753117400346E-8
1591573                   1.0649716257604682E-8
1591573.2                 1.0674796971573865E-8
1591573.4                 1.069999609182604E-8
1591573.6                 1.0725314458786548E-8
1591573.8                 1.0750752920763352E-8
1591574                   1.0776312334218528E-8
1591574.2                 1.0801993563746637E-8
1591574.4                 1.0827797482201559E-8
1591574.6                 1.08537249708256E-8
1591574.8                 1.0879776919228897E-8
1591575                   1.0905954225672222E-8
1591575.2                 1.0932257797049605E-8
1591575.4                 1.0958688549023113E-8
1591575.6                 1.0985247406160073E-8
1591575.8                 1.1011935301916993E-8
1591576                   1.1038753178934419E-8
1591576.2                 1.1065701989024323E-8
1591576.4                 1.1092782693313486E-8
1591576.6                 1.1119996262389542E-8
1591576.8                 1.1147343676289959E-8
1591577                   1.1174825924809712E-8
1591577.2                 1.12024440074941E-8
1591577.4                 1.12301989337915E-8
1591577.6                 1.1258091723208819E-8
1591577.8                 1.1286123405306222E-8
1591578                   1.1314295020018625E-8
1591578.2                 1.1342607617654488E-8
1591578.4                 1.1371062259058662E-8
1591578.6                 1.1399660015778249E-8
1591578.8                 1.1428401970063676E-8
1591579                   1.145728921520494E-8
1591579.2                 1.1486322855537154E-8
1591579.4                 1.151550400661442E-8
1591579.6                 1.15448337953869E-8
1591579.8                 1.157431336020903E-8
1591580                   1.1603943851191635E-8
1591580.2                 1.1633726430215014E-8
1591580.4                 1.1663662271114783E-8
1591580.6                 1.1693752559871196E-8
1591580.8                 1.1723998494625277E-8
1591581                   1.175440128604812E-8
1591581.2                 1.1784962157362271E-8
1591581.4                 1.1815682344540688E-8
1591581.6                 1.184656309650938E-8
1591581.8                 1.1877605675172507E-8
1591582                   1.1908811355799947E-8
1591582.2                 1.194018142705824E-8
1591582.4                 1.1971717191223727E-8
1591582.6                 1.2003419964399629E-8
1591582.8                 1.2035291076551329E-8
1591583                   1.2067331871913638E-8
1591583.2                 1.209954370903228E-8
1591583.4                 1.2131927960992598E-8
1591583.6                 1.2164486015652568E-8
1591583.8                 1.2197219275689199E-8
1591584                   1.2230129159027217E-8
1591584.2                 1.226321709889236E-8
1591584.4                 1.229648454405705E-8
1591584.6                 1.2329932959090896E-8
1591584.8                 1.2363563824419441E-8
1591585                   1.2397378636776154E-8
1591585.2                 1.2431378909268784E-8
1591585.4                 1.2465566171643815E-8
1591585.6                 1.2499941970555867E-8
1591585.8                 1.2534507869640493E-8
1591586                   1.2569265449991292E-8
1591586.2                 1.260421631024103E-8
1591586.4                 1.2639362066846438E-8
1591586.6                 1.267470435437861E-8
1591586.8                 1.2710244825611409E-8
1591587                   1.2745985152025871E-8
1591587.2                 1.2781927023907774E-8
