% Model:              20150806_thermoelastic_damping_3d.mph
% Version:            COMSOL 5.0.0.243
% Date:               Aug 26 2015, 11:05
% Dimension:          1
% Nodes:              1001
% Expressions:        1
% Description:        Point graph
% X                       Height
1627000                   359.01791977908874
1627000.2                 359.0151659725803
1627000.4                 359.01239668120735
1627000.6                 359.00961177400285
1627000.8                 359.0068111185282
1627001                   359.0039945808333
1627001.2                 359.00116202544837
1627001.4                 358.9983133153584
1627001.6                 358.9954483119779
1627001.8                 358.99256687514236
1627002                   358.98966886306465
1627002.2                 358.9867541323256
1627002.4                 358.9838225378465
1627002.6                 358.9808739328623
1627002.8                 358.97790816891035
1627003                   358.97492509578495
1627003.2                 358.9719245615258
1627003.4                 358.968906412389
1627003.6                 358.9658704928169
1627003.8                 358.9628166454257
1627004                   358.95974471095707
1627004.2                 358.95665452826455
1627004.4                 358.953545934282
1627004.6                 358.9504187639909
1627004.8                 358.9472728504063
1627005                   358.94410802452484
1627005.2                 358.9409241153091
1627005.4                 358.9377209496534
1627005.6                 358.9344983523485
1627005.8                 358.9312561460644
1627006                   358.9279941512962
1627006.2                 358.92471218634506
1627006.4                 358.9214100672811
1627006.6                 358.9180876079051
1627006.8                 358.9147446197292
1627007                   358.9113809119181
1627007.2                 358.9079962912677
1627007.4                 358.90459056216486
1627007.6                 358.9011635265452
1627007.8                 358.8977149838715
1627008                   358.8942447310696
1627008.2                 358.8907525625054
1627008.4                 358.8872382699398
1627008.6                 358.88370164248346
1627008.8                 358.8801424665708
1627009                   358.8765605258927
1627009.2                 358.87295560136903
1627009.4                 358.86932747109927
1627009.6                 358.86567591031434
1627009.8                 358.86200069134503
1627010                   358.85830158355134
1627010.2                 358.8545783532899
1627010.4                 358.85083076386076
1627010.6                 358.84705857545333
1627010.8                 358.8432615451124
1627011                   358.8394394266597
1627011.2                 358.8355919706585
1627011.4                 358.831718924355
1627011.6                 358.82782003161793
1627011.8                 358.8238950329009
1627012                   358.81994366515755
1627012.2                 358.8159656618006
1627012.4                 358.8119607526375
1627012.6                 358.80792866380483
1627012.8                 358.80386911772456
1627013                   358.7997818330121
1627013.2                 358.7956665244303
1627013.4                 358.79152290281826
1627013.6                 358.78735067501884
1627013.8                 358.78314954382904
1627014                   358.7789192079004
1627014.2                 358.7746593616862
1627014.4                 358.7703696953633
1627014.6                 358.7660498947516
1627014.8                 358.7616996412583
1627015                   358.75731861176877
1627015.2                 358.75290647858674
1627015.4                 358.74846290934823
1627015.6                 358.74398756693205
1627015.8                 358.7394801093962
1627016                   358.73494018985906
1627016.2                 358.7303674564316
1627016.4                 358.72576155212124
1627016.6                 358.7211221147334
1627016.8                 358.7164487767985
1627017                   358.71174116544256
1627017.2                 358.70699890230964
1627017.4                 358.7022216034547
1627017.6                 358.6974088792355
1627017.8                 358.69256033422806
1627018                   358.68767556708525
1627018.2                 358.68275417044896
1627018.4                 358.6777957308305
1627018.6                 358.67279982848976
1627018.8                 358.6677660373395
1627019                   358.66269392478995
1627019.2                 358.65758305164803
1627019.4                 358.652432971985
1627019.6                 358.64724323300015
1627019.8                 358.64201337491323
1627020                   358.6367429307922
1627020.2                 358.63143142643804
1627020.4                 358.62607838023763
1627020.6                 358.6206833030108
1627020.8                 358.6152456978877
1627021                   358.6097650601176
1627021.2                 358.60424087693883
1627021.4                 358.5986726274122
1627021.6                 358.59305978225103
1627021.8                 358.5874018036797
1627022                   358.5816981452226
1627022.2                 358.57594825155496
1627022.4                 358.57015155831556
1627022.6                 358.56430749191594
1627022.8                 358.5584154693784
1627023                   358.5524748981016
1627023.2                 358.54648517568876
1627023.4                 358.5404456897381
1627023.6                 358.5343558176266
1627023.8                 358.5282149263251
1627024                   358.52202237213623
1627024.2                 358.51577750049813
1627024.4                 358.509479645747
1627024.6                 358.5031281308731
1627024.8                 358.49672226730837
1627025                   358.4902613546333
1627025.2                 358.4837446803511
1627025.4                 358.47717151961905
1627025.6                 358.4705411349721
1627025.8                 358.4638527760782
1627026                   358.45710567940915
1627026.2                 358.45029906798135
1627026.4                 358.44343215104976
1627026.6                 358.43650412379435
1627026.8                 358.42951416703755
1627027                   358.4224614468745
1627027.2                 358.4153451143723
1627027.4                 358.40816430522324
1627027.6                 358.40091813938557
1627027.8                 358.3936057207591
1627028                   358.3862261367647
1627028.2                 358.3787784579993
1627028.4                 358.37126173783753
1627028.6                 358.3636750120216
1627028.8                 358.35601729828613
1627029                   358.3482875958803
1627029.2                 358.34048488516845
1627029.4                 358.3326081271728
1627029.6                 358.32465626310415
1627029.8                 358.31662821392433
1627030                   358.30852287980366
1627030.2                 358.30033913965605
1627030.4                 358.2920758506134
1627030.6                 358.2837318474839
1627030.8                 358.2753059422453
1627031                   358.26679692342185
1627031.2                 358.2582035555438
1627031.4                 358.2495245785406
1627031.6                 358.24075870711516
1627031.8                 358.2319046301512
1627032                   358.2229610099987
1627032.2                 358.21392648184246
1627032.4                 358.2047996529979
1627032.6                 358.1955791021856
1627032.8                 358.186263378838
1627033                   358.1768510022746
1627033.2                 358.1673404609615
1627033.4                 358.1577302116926
1627033.6                 358.1480186787447
1627033.8                 358.1382042530625
1627034                   358.1282852913037
1627034.2                 358.1182601149674
1627034.4                 358.1081270094378
1627034.6                 358.0978842229958
1627034.8                 358.0875299658589
1627035                   358.07706240906833
1627035.2                 358.0664796834617
1627035.4                 358.0557798785496
1627035.6                 358.04496104135495
1627035.8                 358.03402117527725
1627036                   358.0229582387903
1627036.2                 358.0117701442245
1627036.4                 358.0004547564427
1627036.6                 357.9890098914711
